O/C,Status,Trade iD,Trade_Type,Trade_Date,Expected_Delivery,Up_Exp_Date,Delivery_Date,SELLER,FINAL_BUYER,WEIGHT,QUANTITY,BUY UNIT PRICE,SELL UNIT PRICE,BUY AMOUNT,SELL AMOUNT
close,Pending Receivable,f.2023.138,Trade,9/20/2023,12/20/2023,3/24/2024,12/31/2023,Greenta (Pel-Iso) (vente secondaire),Lagelouze (swap AVIA),100.00%,25.93512,7000,6800,181545.84,176358.816
close,Pending Payable,f.2023.138,Trade,9/18/2023,12/20/2023,4/30/2024,3/7/2024,Greenta (Pel-Iso) (vente secondaire),Lagelouze,100.00%,33.63798,6800,6990,228738.264,235129.4802
close,Pending Payable,f.2023.138,Trade,9/20/2023,12/20/2023,4/30/2024,3/7/2024,Greenta (Pel-Iso) (vente secondaire),Lagelouze,100.00%,3.45414,6800,6990,23488.152,24144.4386
close,COMPLETED,f.2023.138,Trade,7/7/2023,12/20/2023,12/20/2023,12/8/2023,Total Energies,Bolloré Energy,50.00%,500,8100,8150,4050000,4075000
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,8/7/2024,RENECO,UEM 2,50.00%,0.6138,6500,7400,3989.7,4542.12
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,8/7/2024,RENECO,UEM 2,50.00%,244.4412,6500,7400,1588867.8,1808864.88
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,3/15/2024,S2EE,UEM 2,50.00%,0.651,5600,7400,3645.6,4817.4
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,3/15/2024,S2EE,UEM 2,50.00%,7.719,5900,7400,45542.1,57120.6
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,3/15/2024,S2EE,UEM 2,50.00%,12.0621,5900,7400,71166.39,89259.54
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,3/15/2024,S2EE,UEM 2,50.00%,27.0444,5900,7400,159561.96,200128.56
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,3/15/2024,S2EE,UEM 2,50.00%,5.9892,5900,7400,35336.28,44320.08
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,3/6/2024,Safe Eco (vente secondaire),UEM 2,50.00%,0.2976,6300,7400,1874.88,2202.24
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,3/15/2024,Safe Eco (vente secondaire),UEM 2,50.00%,0.093,6300,7400,585.9,688.2
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,3/15/2024,Safe Eco (vente secondaire),UEM 2,50.00%,0.3162,6300,7400,1992.06,2339.88
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,3/15/2024,Safe Eco (vente secondaire),UEM 2,50.00%,0.0465,6300,7400,292.95,344.1
close,COMPLETED,f.2023.139,Trade,7/17/2023,7/1/2023,8/30/2024,3/15/2024,Safe Eco (vente secondaire),UEM 2,50.00%,0.744,6300,7400,4687.2,5505.6
close,Pending Payable,f.2023.139,Trade,5/24/2024,6/30/2024,7/31/2024,5/27/2024,S2EE (retiré du dépôt),UEM 2,50.00%,0,6193.96,7400,0,0
open,Pending Delivery,f.2023.139,Trade,7/11/2023,1/1/2024,1/15/2025,Not Delivered,UEM,Total Marketing France,50.00%,300,7800,7800,2340000,2340000
open,Pending Contract,f.2023.139,Trade,5/24/2024,6/30/2024,1/15/2025,Not Delivered,S2EE (retiré du dépôt),Lagelouze 2,50.00%,0.6045,6193.96,7500,3744.24882,4533.75
close,COMPLETED,f.2023.140,Trade,7/11/2023,8/10/2023,8/10/2023,8/10/2023,Idex Energies,Bolloré Energy,100.00%,340,7950,8050,2703000,2737000
close,Pending Payable,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,JACQUET FRANCK MENUISERIE (Direct ERSTER),Depot TOTAL n°11 (Mai),50.00%,0.1092,5500,6600,600.6,720.72
close,Pending Payable,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/14/2023,Sarl Home Energy,Depot TOTAL n°11 (Mai),50.00%,0.0382,5800,6600,221.56,252.12
close,Pending Payable,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/14/2023,Sarl Home Energy,Depot TOTAL n°11 (Mai),50.00%,0.0215,5500,6600,118.25,141.9
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,Isociel,Depot TOTAL n°11 (Mai),50.00%,0.3485,5400,6600,1881.9,2300.1
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,ESSIQUE (SA),Depot TOTAL n°11 (Mai),50.00%,0.19229,4700,6600,903.763,1269.114
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,Aideozeco (ESSIQUE (SA)),Depot TOTAL n°11 (Mai),50.00%,0.19229,600,0,115.374,0
close,Pending Payable,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,TERENOVE,Depot TOTAL n°11 (Juin),50.00%,0.0476,5300,6600,252.28,314.16
close,Pending Payable,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/14/2023,Sarl Home Energy,Depot TOTAL n°11 (Juin),50.00%,0.0795,5300,6600,421.35,524.7
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,7/13/2023,MENUISERIE CHARPENTE PONTIER YVES - MCPY,Depot TOTAL n°11 (Juin),50.00%,0.5128,4600,6600,2358.88,3384.48
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,Mathis-Philip,Depot TOTAL n°11 (Juin),50.00%,0.0215,5800,6600,124.7,141.9
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,AIDEOZECO (L&B CONSTRUCTION),Depot TOTAL n°11 (Juin),50.00%,0.4335,700,0,303.45,0
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,L&B CONSTRUCTION,Depot TOTAL n°11 (Juin),50.00%,0.4335,4600,6600,1994.1,2861.1
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,AIDEOZECO (L&B CONSTRUCTION),Depot TOTAL n°11 (Juin),50.00%,0.204,700,0,142.8,0
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,L&B CONSTRUCTION,Depot TOTAL n°11 (Juin),50.00%,0.204,4600,6600,938.4,1346.4
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,Isobay,Depot TOTAL n°11 (Juin),50.00%,0.2336,5300,6600,1238.08,1541.76
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,Halbout,Depot TOTAL n°11 (Juin),50.00%,0.4114,4600,6600,1892.44,2715.24
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,AIDEOZECO (HALBOUT),Depot TOTAL n°11 (Juin),50.00%,0.4114,700,0,287.98,0
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,7/12/2023,AQUI-DEM,Depot TOTAL n°11 (Juin),50.00%,0.8078,4600,6600,3715.88,5331.48
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,AQUI-DEM (aideozeco fee),Depot TOTAL n°11 (Juin),50.00%,0.7917,700,0,554.19,0
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,AMNIOS,Depot TOTAL n°11 (Juin),50.00%,0.1066,5300,6600,564.98,703.56
close,COMPLETED,f.2023.141,Trade,7/11/2023,7/11/2023,7/11/2023,9/28/2023,AIDEOZECO (MENUISERIE CHARPENTE PONTIER YVES - MCPY),Depot TOTAL n°11 (Juin),50.00%,0.5128,700,0,358.96,0
close,COMPLETED,f.2023.144,Trade,7/11/2023,7/20/2023,8/20/2023,9/25/2023,Ville d’Annecy,Teksial,100.00%,4.089289,7400,7550,30260.7386,30874.13195
close,COMPLETED,f.2023.144,Trade,7/11/2023,7/20/2023,8/20/2023,9/8/2023,Communauté de Communes du Pays de Cayres-Pradelles,Teksial,100.00%,3.146575,7500,7550,23599.3125,23756.64125
open,Pending Delivery,f.2023.144,Trade,7/11/2023,3/30/2024,1/15/2025,Not Delivered,Mairie de la Châtre,Teksial,100.00%,3.3,6000,7650,19800,25245
open,Pending Delivery,f.2023.144,Trade,7/11/2023,9/30/2024,1/15/2025,Not Delivered,"Communauté de communes Combrailles, Sioule & Morge",Teksial,100.00%,2.235,5000,7670,11175,17142.45
close,COMPLETED,f.2023.145,Trade,7/12/2023,8/25/2023,8/25/2023,8/30/2023,Green Yellow,Axpo,50.00%,60,7900,8000,474000,480000
close,COMPLETED,f.2023.146,Trade,7/13/2023,8/25/2023,8/25/2023,8/30/2023,Green Yellow,Bolloré Energy,50.00%,60,7800,7850,468000,471000
open,Pending Contract,f.2023.148,Trade,7/18/2023,12/31/2026,12/31/2026,Not Delivered,FDE80,Total Marketing France,50.00%,401.328,7000,8000,2809296,3210624
close,COMPLETED,f.2023.150,Trade,7/18/2023,12/15/2023,12/15/2023,11/22/2023,EDS Energies,OHM ENERGIE,100.00%,100,7640,7780,764000,778000
close,COMPLETED,f.2023.151,Trade,12/8/2023,3/30/2024,9/30/2024,6/20/2024,Enens,Total Energies,50.00%,52.085444,7380,7860,384390.5767,409391.5898
close,COMPLETED,f.2023.151,Trade,12/8/2023,3/30/2024,10/30/2024,10/1/2024,Enens,Total Energies,50.00%,118.8993,7380,7860,877476.834,934548.498
close,Pending Receivable,f.2023.151,Trade,12/8/2023,3/30/2024,9/30/2024,6/20/2024,Enens,Total Energies,50.00%,73.268015,7380,7860,540717.9507,575886.5979
close,Pending Receivable,f.2023.151,Trade,12/8/2023,3/30/2024,9/30/2024,7/1/2024,Enens,Total Energies,50.00%,73.697101,7380,7860,543884.6054,579259.2139
close,Pending Payable & receivable,f.2023.151,Trade,12/8/2023,3/30/2024,10/30/2024,10/25/2024,Enens,Total Energies,50.00%,42.201546,7380,7860,311447.4095,331704.1516
close,Pending Payable & receivable,f.2023.151,Trade,12/8/2023,3/30/2024,10/30/2024,11/5/2024,Enens,Total Energies,50.00%,65.270304,7380,7860,481694.8435,513024.5894
close,Pending Payable & receivable,f.2023.151,Trade,12/8/2023,3/30/2024,10/30/2024,11/5/2024,Enens,Total Energies,50.00%,46.418251,7380,7860,342566.6924,364847.4529
open,Pending Delivery,f.2023.151,Trade,12/8/2023,3/30/2024,1/15/2025,Not Delivered,Enens,Total Energies,50.00%,28.160039,7380,7860,207821.0878,221337.9065
close,Pending Payable,f.2023.151,Trade,7/18/2023,12/20/2024,12/20/2024,9/27/2024,Total Energies,Bolloré Energy,100.00%,52.085444,8560,8560,445851.4006,445851.4006
close,Pending Payable,f.2023.151,Trade,7/18/2023,12/20/2024,12/20/2024,10/16/2024,Total Energies,Bolloré Energy,100.00%,118.8993,8560,8560,1017778.008,1017778.008
close,Pending Payable & receivable,f.2023.151,Trade,7/18/2023,12/20/2024,12/20/2024,11/25/2024,Total Energies,Bolloré Energy,100.00%,329.015256,8560,8560,2816370.591,2816370.591
close,Pending Receivable,f.2023.153,Trade,7/8/2024,6/30/2024,7/31/2024,7/3/2023,S2EE (affecté),Total Marketing France,50.00%,0.6138,5600,7740,3437.28,4750.812
close,Pending Receivable,f.2023.153,Trade,7/8/2024,5/31/2024,5/31/2024,10/1/2023,Safe Eco (affecté),Lagelouze 2,50.00%,0.02016,6300,7500,127.008,151.2
close,Pending Receivable,f.2023.153,Trade,7/8/2024,5/31/2024,5/31/2024,10/1/2023,Safe Eco (affecté),Economie d'Energie - EDE 3,50.00%,0.186,6300,7990,1171.8,1486.14
close,Pending Receivable,f.2023.153,Trade,7/8/2024,5/31/2024,5/31/2024,7/3/2023,S2EE (affecté),Economie d'Energie - EDE 3,50.00%,3.4503,5600,7990,19321.68,27567.897
close,Pending Payable,f.2023.153,Trade,7/25/2023,3/30/2024,3/30/2024,9/25/2023,Renovabat (vente secondaire),Economie d'Energie,50.00%,32.43122,6990,7300,226694.2278,236747.906
close,Pending Payable,f.2023.153,Trade,7/25/2023,3/30/2024,3/30/2024,9/5/2023,Renovabat (vente secondaire),Economie d'Energie,50.00%,13.753,6990,7300,96133.47,100396.9
close,Pending Payable,f.2023.153,Trade,7/25/2023,3/30/2024,3/30/2024,7/25/2023,Safe Eco (vente secondaire),Economie d'Energie,50.00%,4.22893,6990,7300,29560.2207,30871.189
close,Pending Payable,f.2023.153,Trade,7/25/2023,3/30/2024,3/30/2024,7/25/2023,Safe Eco (vente secondaire),Economie d'Energie,50.00%,0.261468,6990,7300,1827.66132,1908.7164
close,Pending Payable,f.2023.153,Trade,7/25/2023,3/30/2024,3/30/2024,9/25/2023,Safe Eco (vente secondaire),Economie d'Energie,50.00%,1.3857,6990,7300,9686.043,10115.61
close,Pending Payable,f.2023.153,Trade,7/25/2023,3/30/2024,3/30/2024,8/2/2023,Safe Eco (vente secondaire),Economie d'Energie,50.00%,42.97084,6990,7300,300366.1716,313687.132
close,Pending Payable,f.2023.153,Trade,7/25/2023,3/30/2024,6/30/2024,2/27/2024,Neo Consult (Habitat Energie),Economie d'Energie,50.00%,11.4483,6200,7300,70979.46,83572.59
close,Pending Payable,f.2023.153,Trade,7/25/2023,3/30/2024,3/30/2024,8/2/2023,S2EE (ENR PRO) (vente secondaire),Economie d'Energie,50.00%,53.382,6990,7300,373140.18,389688.6
close,COMPLETED,f.2023.153,Trade,5/13/2024,5/31/2024,5/31/2024,5/21/2024,Installors - Retiré du dépôt,Economie d'Energie,50.00%,-0.186,6193.96,7300,-1152.07656,-1357.8
close,COMPLETED,f.2023.153,Trade,5/13/2024,5/31/2024,5/31/2024,5/21/2024,Installors - Retiré du dépôt,Economie d'Energie,50.00%,-3.4503,6193.96,7300,-21371.02019,-25187.19
close,COMPLETED,f.2023.153,Trade,6/11/2024,5/31/2024,5/31/2024,5/21/2024,Installors - Retiré du dépôt,Economie d'Energie,50.00%,-0.4836,6193.96,7300,-2995.399056,-3530.28
close,COMPLETED,f.2023.153,Trade,6/11/2024,6/30/2024,7/31/2024,6/13/2024,Installors - Retiré du dépôt,Economie d'Energie,50.00%,-1.5438,6193.96,7300,-9562.235448,-11269.74
close,Pending Receivable,f.2023.153,Trade,7/8/2024,5/31/2024,5/31/2024,10/1/2023,Safe Eco (affecté),Economie d'Energie,50.00%,0.04,6300,7500,252,300
close,Pending Receivable,f.2023.153,Trade,7/8/2024,6/30/2024,7/31/2024,7/3/2023,S2EE (affecté),Economie d'Energie,50.00%,0.465,5600,7300,2604,3394.5
close,Pending Receivable,f.2023.153,Trade,7/8/2024,6/30/2024,7/31/2024,7/3/2023,S2EE (affecté),Economie d'Energie,50.00%,0.465,5600,7300,2604,3394.5
close,Pending Payable,f.2023.154,Trade,7/13/2023,8/10/2023,8/10/2023,10/17/2023,Département du Loiret,Teksial,50.00%,4.56087,7620,7715,34753.8294,35187.11205
close,Pending Receivable,f.2023.156,Broker,7/26/2023,8/10/2023,8/10/2023,7/28/2023,Eco Environnement,Vivo,50.00%,1000,0,100,0,100000
open,Pending Contract,f.2023.156,Broker,7/28/2023,9/30/2024,1/15/2025,Not Delivered,Eco Environnement,Vivo,50.00%,100,0,580,0,58000
open,Pending Contract,f.2023.156,Broker,7/28/2023,12/31/2024,1/15/2025,Not Delivered,Eco Environnement,Vivo,50.00%,100,0,580,0,58000
close,Pending Receivable,f.2023.156,Broker,7/28/2023,9/30/2023,8/30/2024,7/11/2024,Eco Environnement,Vivo,50.00%,62.29738,0,580,0,36132.4804
close,Pending Receivable,f.2023.156,Broker,7/28/2023,12/31/2023,8/30/2024,7/14/2024,Eco Environnement,Vivo,50.00%,95.0832,0,580,0,55148.256
open,Pending Contract,f.2023.156,Broker,7/28/2023,3/31/2025,3/31/2025,Not Delivered,Eco Environnement,Vivo,50.00%,100,0,580,0,58000
open,Pending Contract,f.2023.156,Broker,7/28/2023,6/30/2025,6/30/2025,Not Delivered,Eco Environnement,Vivo,50.00%,100,0,580,0,58000
open,Pending Contract,f.2023.156,Broker,7/28/2023,9/30/2025,9/30/2025,Not Delivered,Eco Environnement,Vivo,50.00%,100,0,580,0,58000
open,Pending Contract,f.2023.156,Broker,7/28/2023,12/31/2025,12/31/2025,Not Delivered,Eco Environnement,Vivo,50.00%,142.61942,0,580,0,82719.2636
open,Pending Contract,f.2023.156,Broker,7/28/2023,3/31/2024,1/15/2025,Not Delivered,Eco Environnement,Vivo,50.00%,100,0,580,0,58000
open,Pending Contract,f.2023.156,Broker,7/28/2023,6/30/2024,1/15/2025,Not Delivered,Eco Environnement,Vivo,50.00%,100,0,580,0,58000
close,Pending Receivable,f.2023.157,Broker,7/27/2023,12/31/2023,12/31/2023,12/18/2023,Cabinet Ares,Thevenin Ducrot (Avia),50.00%,100,0,200,0,20000
close,Pending Receivable,f.2023.157,Broker,7/27/2023,12/31/2023,2/29/2024,2/27/2024,Cabinet Ares,Thevenin Ducrot (Avia),50.00%,100,0,200,0,20000
close,Pending Receivable,f.2023.157,Broker,7/27/2023,5/31/2024,6/30/2024,5/24/2024,Cabinet Ares,Thevenin Ducrot (Avia),50.00%,100,0,200,0,20000
close,Pending Receivable,f.2023.157,Broker,7/27/2023,12/31/2023,12/31/2023,8/31/2023,Cabinet Ares,Thevenin Ducrot (Avia),50.00%,1000,0,50,0,50000
open,Pending Delivery,f.2023.157,Broker,7/27/2023,5/31/2024,1/15/2025,Not Delivered,Cabinet Ares,Thevenin Ducrot (Avia),50.00%,100,0,200,0,20000
open,Pending Delivery,f.2023.157,Broker,7/27/2023,12/31/2024,1/15/2025,Not Delivered,Cabinet Ares,Thevenin Ducrot (Avia),50.00%,200,0,200,0,40000
open,Pending Delivery,f.2023.157,Broker,7/27/2023,5/31/2025,5/31/2025,Not Delivered,Cabinet Ares,Thevenin Ducrot (Avia),50.00%,200,0,200,0,40000
open,Pending Delivery,f.2023.157,Broker,7/27/2023,12/31/2025,12/31/2025,Not Delivered,Cabinet Ares,Thevenin Ducrot (Avia),50.00%,200,0,200,0,40000
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,6/30/2024,ACD ENERGIE (direct),UEM,50.00%,35.9352,5800,7400,208424.16,265920.48
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,7/10/2024,ACD ENERGIE (direct),UEM,50.00%,2.232,5800,7400,12945.6,16516.8
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,7/8/2024,ACD ENERGIE (direct),UEM,50.00%,19.6788,5800,7400,114137.04,145623.12
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,8/26/2024,Carbone Group,UEM,50.00%,3.7479,6800,7400,25485.72,27734.46
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,8/26/2024,Carbone Group,UEM,50.00%,3.7479,89.99973318,0,337.31,0
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,7/8/2024,S2EE,UEM,50.00%,0.0465,5900,7400,274.35,344.1
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,8/2/2024,S2EE,UEM,50.00%,2.3529,5900,7400,13882.11,17411.46
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,8/2/2024,S2EE,UEM,50.00%,1.2276,6100,7400,7488.36,9084.24
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,6/20/2024,Safe Eco (vente secondaire),UEM,50.00%,0.0645,6300,7400,406.35,477.3
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,7/2/2024,Safe Eco (vente secondaire),UEM,50.00%,0.0279,6300,7400,175.77,206.46
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,7/5/2024,Safe Eco (vente secondaire),UEM,50.00%,3.3108,6300,7400,20858.04,24499.92
close,Pending Receivable,f.2023.158,Trade,7/28/2023,7/27/2024,12/31/2024,7/15/2024,Safe Eco (vente secondaire),UEM,50.00%,1.3764,6300,7400,8671.32,10185.36
open,Pending Contract,f.2023.158,Trade,7/28/2023,7/27/2024,1/15/2025,Not Delivered,Installors,UEM,50.00%,80,6193.96,7400,495516.8,592000
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,3/28/2024,Eco Univers,UEM,50.00%,0.0215,6500,7400,139.75,159.1
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,4/24/2024,Eco Univers,UEM,50.00%,0.0215,6500,7400,139.75,159.1
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,9/25/2024,IDF Fermeture (vente secondaire),UEM,50.00%,0.121,6100,7400,738.1,895.4
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,9/25/2024,IDF Fermeture (vente secondaire),UEM,50.00%,0.1348,6100,7400,822.28,997.52
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,9/25/2024,Initiativ'Energie,UEM,50.00%,0.12832,7000,7400,898.24,949.568
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,4/23/2024,LABEL ENERGIE (VALOREN - AXDIS),UEM,50.00%,45.5396,6500,7400,296007.4,336993.04
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,5/27/2024,LABEL ENERGIE (VALOREN - AXDIS),UEM,50.00%,1.8462,6500,7400,12000.3,13661.88
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,4/23/2024,LABEL ENERGIE (VALOREN - AXDIS),UEM,50.00%,0.3569,6000,7400,2141.4,2641.06
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,5/27/2024,LABEL ENERGIE (VALOREN - AXDIS),UEM,50.00%,0.174,6000,7400,1044,1287.6
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,4/23/2024,LABEL ENERGIE (VALOREN - AXDIS),UEM,50.00%,1.8462,6500,7400,12000.3,13661.88
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,5/27/2024,LABEL ENERGIE (VALOREN - AXDIS),UEM,50.00%,19.6928,6500,7400,128003.2,145726.72
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,4/23/2024,LABEL ENERGIE (VALOREN - AXDIS),UEM,50.00%,47.7427,203.7377442,0,9726.99,0
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,5/27/2024,LABEL ENERGIE (VALOREN - AXDIS),UEM,50.00%,21.713,204.0068162,0,4429.6,0
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,9/25/2024,Lotus Habitat,UEM,50.00%,0.0353,6500,7400,229.45,261.22
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,9/25/2024,Lotus Habitat,UEM,50.00%,0.0289,6500,7400,187.85,213.86
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,9/25/2024,Lotus Habitat,UEM,50.00%,0.0289,6500,7400,187.85,213.86
close,COMPLETED,f.2023.158,Trade,9/26/2024,7/27/2024,9/30/2024,9/25/2024,Lotus Habitat,UEM,50.00%,0.0289,6500,7400,187.85,213.86
open,Pending Contract,f.2023.158,Trade,9/26/2024,7/27/2024,1/15/2025,Not Delivered,Installors,UEM,50.00%,-70,6193.96,7400,-433577.2,-518000
close,Pending Receivable,f.2023.159,Broker,8/2/2023,12/31/2023,12/31/2023,12/18/2023,OAAN Consulting,Thevenin Ducrot (Avia),50.00%,400,7700,7750,3080000,3100000
close,Pending Receivable,f.2023.159,Broker,8/2/2023,12/31/2023,12/31/2023,12/31/2023,OAAN Consulting,Thevenin Ducrot (Avia),50.00%,400,7650,7700,3060000,3080000
close,COMPLETED,f.2023.160,Trade,8/16/2023,9/30/2023,9/30/2023,10/1/2023,Groupe Weck,Total Marketing France,50.00%,85,8070,8130,685950,691050
close,COMPLETED,f.2023.160,Trade,8/16/2023,9/30/2023,9/30/2023,10/1/2023,Groupe Weck,Total Marketing France,50.00%,45,8070,8130,363150,365850
close,COMPLETED,f.2023.161,Trade,8/18/2023,9/30/2023,9/30/2023,10/2/2023,OPH de Lunéville,Teksial,50.00%,5,8170,8320,40850,41600
close,COMPLETED,f.2023.161,Trade,8/18/2023,9/30/2023,9/30/2023,10/2/2023,OPH de Lunéville,Teksial,50.00%,50,8170,8320,408500,416000
close,Pending Payable & receivable,f.2023.162,Trade,12/31/2023,12/31/2024,12/31/2024,11/29/2024,Éligibles,Total Marketing France,33.33%,0,7088.92,8300,0,0
close,Pending Receivable,f.2023.162,Trade,12/31/2023,12/31/2024,12/31/2024,10/29/2024,Safe Eco (vente secondaire),Total Marketing France,50.00%,0.3082,6300,8300,1941.66,2558.06
close,COMPLETED,f.2023.162,Trade,9/21/2023,9/30/2023,9/30/2023,9/21/2023,Drapo,Total Marketing France,50.00%,18.29152,8040,8040,147063.8208,147063.8208
close,COMPLETED,f.2023.162,Trade,9/21/2023,9/30/2023,9/30/2023,9/21/2023,Drapo,Total Marketing France,50.00%,185.70049,8040,8040,1493031.94,1493031.94
close,COMPLETED,f.2023.162,Trade,10/4/2023,12/10/2023,12/10/2023,12/13/2023,Economie d'energie,Total Marketing France,33.33%,200,8250,8040,1650000,1608000
close,Pending Receivable,f.2023.162,Trade,12/31/2023,12/31/2024,12/31/2024,10/22/2024,Carbone Group,Total Marketing France,50.00%,0.73597,6800,8300,5004.596,6108.551
close,Pending Payable & receivable,f.2023.162,Trade,4/5/2024,5/31/2024,10/30/2024,10/22/2024,Neuillay Les bois,Total Marketing France,100.00%,0.643183,6200,8300,3987.7346,5338.4189
open,Pending Delivery,f.2023.162,Trade,11/22/2023,6/21/2024,1/15/2025,Not Delivered,Communes de Dunières,Total Marketing France,100.00%,1.9025283,6400,8300,12176.18112,15790.98489
